Video Frame Number,Transmission Beginning Time,Server Receive Time,One-way network delay (seconds),Video Frame Processing Delay (seconds),Frame size
69,1713728211.104819,1713728212.2840111,1.179192066192627,0.009066104888916016,191304
70,1713728211.7010841,1713728212.3568323,0.6557481288909912,0.014515161514282227,190920
71,1713728211.7490816,1713728212.7151337,0.9660520553588867,0.01556253433227539,191376
72,1713728211.7800555,1713728212.8099313,1.0298757553100586,0.012436389923095703,191848
73,1713728211.9932175,1713728213.201389,1.2081716060638428,0.011272430419921875,192304
74,1713728212.0220077,1713728213.3169103,1.2949025630950928,0.008406400680541992,192136
75,1713728212.0597813,1713728213.430948,1.371166706085205,0.015522241592407227,191824
76,1713728212.3889725,1713728213.8301105,1.4411380290985107,0.012276649475097656,191672
77,1713728212.422521,1713728213.9006858,1.4781646728515625,0.011048316955566406,191368
78,1713728212.4520712,1713728214.0111423,1.5590710639953613,0.016501188278198242,191608
79,1713728212.884405,1713728214.2541678,1.369762897491455,0.012838602066040039,191400
80,1713728212.9268196,1713728214.67977,1.7529504299163818,0.01023411750793457,191896
81,1713728213.4568486,1713728214.7160509,1.259202241897583,0.01033782958984375,192448
82,1713728213.4856782,1713728214.8219416,1.3362634181976318,0.01724720001220703,191368
83,1713728213.5165696,1713728215.062695,1.5461254119873047,0.010761499404907227,191896
84,1713728214.0127525,1713728215.1738675,1.1611149311065674,0.010480403900146484,191488
85,1713728214.0416012,1713728215.353896,1.3122947216033936,0.01534128189086914,190936
86,1713728214.0710084,1713728215.8331177,1.7621092796325684,0.0182650089263916,191584
87,1713728214.682583,1713728215.8789356,1.196352481842041,0.010859966278076172,191608
88,1713728214.7104008,1713728215.9808528,1.2704520225524902,0.01226353645324707,191160
89,1713728215.0031502,1713728216.0888412,1.085690975189209,0.008675098419189453,191624
90,1713728215.032644,1713728216.4075832,1.374939203262329,0.016759872436523438,191096
91,1713728215.0689387,1713728216.4928668,1.4239280223846436,0.01811361312866211,190912
92,1713728215.5461814,1713728216.9068806,1.36069917678833,0.018512725830078125,191816
93,1713728215.5757911,1713728216.9908285,1.4150373935699463,0.016038179397583008,192768
94,1713728215.6388142,1713728217.0968366,1.4580223560333252,0.01101231575012207,192256
95,1713728216.0426154,1713728217.2188737,1.1762583255767822,0.012329339981079102,192776
96,1713728216.0701244,1713728217.3637762,1.293651819229126,0.008930444717407227,192400
97,1713728216.0986392,1713728217.5159163,1.4172770977020264,0.013575315475463867,191880
98,1713728216.451705,1713728217.9084618,1.456756830215454,0.009289979934692383,192640
99,1713728216.4807618,1713728218.0159056,1.5351438522338867,0.009574651718139648,192416
100,1713728217.089324,1713728218.140081,1.0507569313049316,0.013599872589111328,192496
101,1713728217.127644,1713728218.2477944,1.1201503276824951,0.012305498123168945,192856
102,1713728217.1555438,1713728218.368851,1.2133071422576904,0.008533239364624023,192864
103,1713728217.4714198,1713728218.4779253,1.0065054893493652,0.009693145751953125,192728
104,1713728217.498878,1713728218.592814,1.0939359664916992,0.009670495986938477,193768
105,1713728217.5267007,1713728218.716907,1.1902062892913818,0.009246110916137695,193056
106,1713728218.0654287,1713728218.831865,0.7664363384246826,0.009356498718261719,193000
107,1713728218.0929084,1713728218.9674425,0.8745341300964355,0.015398025512695312,192392
108,1713728218.3854282,1713728219.306247,0.9208188056945801,0.01224660873413086,192488
109,1713728218.414363,1713728219.3704765,0.9561135768890381,0.015889644622802734,192616
110,1713728218.4517467,1713728219.8063653,1.3546185493469238,0.01660919189453125,192648
111,1713728218.6875494,1713728219.9190433,1.2314939498901367,0.011202812194824219,192720
112,1713728218.7175171,1713728220.0279095,1.3103923797607422,0.010744094848632812,193088
113,1713728218.746794,1713728220.1478522,1.4010581970214844,0.0040874481201171875,193336
114,1713728219.1557512,1713728220.264926,1.1091747283935547,0.009535074234008789,192576
115,1713728219.213319,1713728220.3610606,1.1477415561676025,0.011968612670898438,192864
116,1713728219.851577,1713728220.4829013,0.631324291229248,0.011406898498535156,192776
117,1713728219.8794923,1713728220.584821,0.7053287029266357,0.015511274337768555,192752
118,1713728219.9126844,1713728220.6839714,0.7712869644165039,0.011472225189208984,192184
119,1713728220.1485932,1713728220.7998662,0.6512730121612549,0.015381574630737305,192312
120,1713728220.177676,1713728220.9098654,0.732189416885376,0.010992288589477539,193104
121,1713728220.2137642,1713728221.0107036,0.7969393730163574,0.010866403579711914,192016
122,1713728220.4541936,1713728221.105946,0.6517524719238281,0.01839470863342285,192096
123,1713728220.4910877,1713728221.1959045,0.7048168182373047,0.015916109085083008,192544
124,1713728220.5382729,1713728221.3357692,0.7974963188171387,0.01785421371459961,192672
125,1713728220.7912817,1713728221.4084616,0.6171798706054688,0.010029792785644531,193056
126,1713728220.8556328,1713728221.4749882,0.6193554401397705,0.010115861892700195,192464
127,1713728221.0469804,1713728221.5456445,0.49866414070129395,0.011927604675292969,192664
128,1713728221.0777311,1713728221.6117632,0.5340321063995361,0.017142772674560547,192784
129,1713728221.1134808,1713728221.6835082,0.5700273513793945,0.010204792022705078,192416
130,1713728221.3884325,1713728221.7409036,0.35247111320495605,0.016108274459838867,192480
131,1713728221.4273484,1713728221.8244498,0.39710140228271484,0.012906312942504883,193032
132,1713728221.4584706,1713728221.9070342,0.4485635757446289,0.015735387802124023,192824
133,1713728221.5659678,1713728221.9718027,0.4058349132537842,0.01815652847290039,193688
134,1713728221.5933344,1713728222.0481284,0.45479393005371094,0.010126590728759766,193672
135,1713728221.723317,1713728222.1087828,0.3854658603668213,0.014575719833374023,194528
136,1713728221.753448,1713728222.1809025,0.42745447158813477,0.009546518325805664,195160
137,1713728221.786538,1713728222.238864,0.45232605934143066,0.012206554412841797,195344
138,1713728221.9938388,1713728222.3023012,0.30846238136291504,0.015262365341186523,194872
139,1713728222.0249054,1713728222.3470154,0.3221099376678467,0.009539127349853516,193408
140,1713728222.0654411,1713728222.4056118,0.34017062187194824,0.00955963134765625,193816
141,1713728222.138011,1713728222.4490643,0.3110532760620117,0.013835430145263672,195496
142,1713728222.167858,1713728222.4931352,0.32527732849121094,0.010373353958129883,194136
143,1713728222.3257074,1713728222.5398812,0.2141737937927246,0.011985063552856445,193704
144,1713728222.360812,1713728222.5960963,0.23528432846069336,0.009738922119140625,193152
145,1713728222.3909953,1713728222.6338754,0.24288010597229004,0.009737253189086914,193136
146,1713728222.4975274,1713728222.6877851,0.19025778770446777,0.012133598327636719,192992
147,1713728222.5272615,1713728222.7340636,0.2068021297454834,0.009857416152954102,192608
148,1713728222.5620582,1713728222.7915611,0.22950291633605957,0.014468669891357422,192576
149,1713728222.58911,1713728222.870153,0.28104305267333984,0.011094808578491211,193320
150,1713728222.6334589,1713728222.915066,0.28160715103149414,0.015263080596923828,192752
151,1713728222.6602323,1713728223.0143435,0.3541111946105957,0.00929117202758789,193704
152,1713728222.6883678,1713728223.0579379,0.3695700168609619,0.014378070831298828,193928
153,1713728222.7857533,1713728223.140233,0.3544797897338867,0.009596109390258789,194048
154,1713728222.813851,1713728223.220959,0.4071078300476074,0.014122247695922852,193632
155,1713728222.9447043,1713728223.2664192,0.3217148780822754,0.009537220001220703,193440
156,1713728222.972347,1713728223.3274746,0.35512757301330566,0.008847713470458984,193496
157,1713728223.0002532,1713728223.386002,0.38574886322021484,0.01575183868408203,193536
158,1713728223.1580734,1713728223.4600346,0.30196118354797363,0.012052774429321289,191672
159,1713728223.1910412,1713728223.5437586,0.35271739959716797,0.010343551635742188,192288
160,1713728223.2227445,1713728223.592987,0.3702425956726074,0.012014150619506836,192184
161,1713728223.3032012,1713728223.6420588,0.33885765075683594,0.01686263084411621,192376
162,1713728223.3307924,1713728223.7197266,0.3889341354370117,0.008776426315307617,193584
163,1713728223.3591142,1713728223.784243,0.4251289367675781,0.012072563171386719,192024
164,1713728223.4899452,1713728223.8404183,0.35047316551208496,0.009603023529052734,191992
165,1713728223.522055,1713728223.9273136,0.4052586555480957,0.01712632179260254,192512
166,1713728223.705617,1713728223.9872377,0.28162074089050293,0.015424013137817383,192224
167,1713728223.7361145,1713728224.0526469,0.3165323734283447,0.0179443359375,192072
168,1713728223.766317,1713728224.1096683,0.3433513641357422,0.015070676803588867,191832
169,1713728223.7980902,1713728224.1663413,0.36825108528137207,0.010456085205078125,191984
170,1713728223.829125,1713728224.2220032,0.39287829399108887,0.010421991348266602,192912
171,1713728223.9215035,1713728224.2611337,0.339630126953125,0.014312267303466797,192576
172,1713728223.948774,1713728224.31193,0.3631558418273926,0.011098384857177734,193160
173,1713728224.1218565,1713728224.3496926,0.22783613204956055,0.012669563293457031,192864
174,1713728224.1493697,1713728224.3929749,0.2436051368713379,0.015367746353149414,193240
175,1713728224.1772614,1713728224.4354603,0.25819897651672363,0.011578559875488281,192960
176,1713728224.239428,1713728224.474664,0.23523592948913574,0.010161399841308594,193224
177,1713728224.2676723,1713728224.5123954,0.24472308158874512,0.012052059173583984,193384
178,1713728224.2959204,1713728224.5503616,0.2544412612915039,0.010137319564819336,193200
179,1713728224.4106493,1713728224.5966482,0.18599891662597656,0.014364480972290039,192640
180,1713728224.4391582,1713728224.6383698,0.19921159744262695,0.015243768692016602,192640
181,1713728224.4735324,1713728224.6804898,0.20695734024047852,0.015890121459960938,192936
182,1713728224.5028718,1713728224.7456315,0.24275970458984375,0.012024402618408203,192576
183,1713728224.5304284,1713728224.785404,0.2549755573272705,0.009945392608642578,192824
184,1713728224.5717878,1713728224.8217275,0.2499396800994873,0.011721611022949219,192960
185,1713728224.6102092,1713728224.8603227,0.25011348724365234,0.01474308967590332,192872
186,1713728224.641351,1713728224.9024744,0.2611234188079834,0.014914751052856445,193904
187,1713728224.7760503,1713728224.9439666,0.16791629791259766,0.010654211044311523,193904
188,1713728224.8090231,1713728225.0282435,0.21922039985656738,0.012040376663208008,194368
189,1713728224.837202,1713728225.0672238,0.23002171516418457,0.009611845016479492,194240
190,1713728224.8647168,1713728225.1046374,0.23992061614990234,0.01024627685546875,194520
191,1713728224.9063263,1713728225.1425953,0.2362689971923828,0.014180660247802734,194824
192,1713728224.9349675,1713728225.1850016,0.2500340938568115,0.010360002517700195,194448
193,1713728224.9639208,1713728225.2220097,0.2580888271331787,0.01660752296447754,194480
194,1713728224.9905183,1713728225.2665024,0.2759840488433838,0.01198577880859375,193984
195,1713728225.0226908,1713728225.3061998,0.2835090160369873,0.010202646255493164,193112
196,1713728225.0488298,1713728225.3440177,0.29518795013427734,0.0106201171875,193048
197,1713728225.1225953,1713728225.3888266,0.2662312984466553,0.012124061584472656,193072
198,1713728225.1539886,1713728225.4292145,0.2752258777618408,0.01331472396850586,192840
199,1713728225.196634,1713728225.471167,0.2745330333709717,0.010272502899169922,193416
200,1713728225.2240584,1713728225.6215327,0.3974742889404297,0.01322627067565918,192808
201,1713728225.256142,1713728225.701688,0.44554615020751953,0.009758234024047852,193032
202,1713728225.3077593,1713728225.7789054,0.4711461067199707,0.009723901748657227,193072
203,1713728225.3353915,1713728225.835705,0.5003135204315186,0.008129596710205078,192968
204,1713728225.3721657,1713728225.9021492,0.5299835205078125,0.014511823654174805,192704
205,1713728225.4560611,1713728225.974259,0.518197774887085,0.01650261878967285,192712
206,1713728225.4833329,1713728226.0670097,0.583676815032959,0.009714841842651367,191328
207,1713728225.6085863,1713728226.1023457,0.4937593936920166,0.011411428451538086,189728
208,1713728225.6357949,1713728226.1944668,0.5586719512939453,0.0097198486328125,188448
209,1713728225.6710222,1713728226.289767,0.6187448501586914,0.008556365966796875,185744
210,1713728225.8476195,1713728226.3241644,0.4765448570251465,0.009533166885375977,183816
211,1713728225.8785374,1713728226.3727918,0.49425435066223145,0.009481668472290039,184560
212,1713728225.9075818,1713728226.4522316,0.5446498394012451,0.00940561294555664,184848
213,1713728226.0183034,1713728226.499959,0.4816555976867676,0.016973257064819336,185024
214,1713728226.048485,1713728226.5618649,0.5133798122406006,0.009023427963256836,187648
215,1713728226.0778391,1713728226.6429105,0.5650713443756104,0.010312318801879883,187696
216,1713728226.1825676,1713728226.6782272,0.49565958976745605,0.006598949432373047,186136
217,1713728226.2096121,1713728226.7111626,0.5015504360198975,0.010166406631469727,183816
218,1713728226.2551465,1713728226.7677271,0.5125806331634521,0.00945425033569336,181960
219,1713728226.354631,1713728226.820215,0.46558403968811035,0.01499629020690918,177456
220,1713728226.3826234,1713728226.8631973,0.4805738925933838,0.009494304656982422,177328
221,1713728226.5817628,1713728226.8967075,0.3149447441101074,0.009410381317138672,176968
222,1713728226.6130748,1713728226.943464,0.33038926124572754,0.012984037399291992,176888
223,1713728226.640214,1713728226.9970996,0.3568856716156006,0.010687828063964844,177872
224,1713728226.6674478,1713728227.077094,0.40964627265930176,0.008479595184326172,179368
225,1713728226.6994197,1713728227.1099405,0.4105207920074463,0.009373188018798828,179000
226,1713728226.726287,1713728227.1437764,0.41748952865600586,0.009557962417602539,179120
227,1713728226.7643867,1713728227.1784902,0.41410350799560547,0.009359121322631836,178528
228,1713728226.791747,1713728227.2125235,0.4207763671875,0.009543657302856445,177880
229,1713728226.8257666,1713728227.268282,0.44251537322998047,0.009434938430786133,177920
230,1713728226.9233909,1713728227.3023229,0.37893199920654297,0.008312225341796875,177976
231,1713728226.9521015,1713728227.3617396,0.4096381664276123,0.009377241134643555,177248
232,1713728226.9931035,1713728227.3951647,0.40206122398376465,0.009304285049438477,176952
233,1713728227.0209775,1713728227.4305341,0.40955662727355957,0.009589672088623047,177192
234,1713728227.0643754,1713728227.6087792,0.5444037914276123,0.01089024543762207,176944
235,1713728227.091306,1713728227.6899722,0.5986661911010742,0.008610725402832031,177616
236,1713728227.1187742,1713728227.8427958,0.7240216732025146,0.014540672302246094,178376
237,1713728227.1457188,1713728227.8843377,0.7386188507080078,0.014659881591796875,178864
238,1713728227.1724145,1713728227.9240324,0.7516179084777832,0.014333009719848633,179672
239,1713728227.2087538,1713728227.996783,0.7880291938781738,0.015079975128173828,179824
240,1713728227.2353706,1713728228.0372736,0.8019030094146729,0.01459503173828125,180200
241,1713728227.2633336,1713728228.114961,0.8516273498535156,0.009922504425048828,183000
242,1713728227.37396,1713728228.1504552,0.7764952182769775,0.010149478912353516,184864
243,1713728227.4044423,1713728228.185686,0.7812438011169434,0.013928890228271484,186496
244,1713728227.4351861,1713728228.2259638,0.7907776832580566,0.016335487365722656,187600
245,1713728227.4668028,1713728228.269933,0.8031301498413086,0.01716327667236328,189608
246,1713728227.4963763,1713728228.3141832,0.8178069591522217,0.014867067337036133,191920
247,1713728227.6542492,1713728228.3554459,0.7011966705322266,0.016422510147094727,191640
248,1713728227.6879237,1713728228.3985534,0.7106297016143799,0.015984535217285156,190728
249,1713728227.7200139,1713728228.4415221,0.721508264541626,0.014541864395141602,190072
250,1713728227.9271178,1713728228.4834712,0.5563533306121826,0.010282754898071289,189464
251,1713728227.9596915,1713728228.5200124,0.5603208541870117,0.011738300323486328,188424
252,1713728227.9867733,1713728228.5588615,0.5720882415771484,0.015130758285522461,187360
253,1713728228.0141034,1713728228.6003153,0.5862119197845459,0.004132986068725586,187968
254,1713728228.0471573,1713728228.6294534,0.5822961330413818,0.009554624557495117,186720
255,1713728228.073655,1713728228.66453,0.5908751487731934,0.011888980865478516,187016
256,1713728228.1006358,1713728228.7028568,0.6022210121154785,0.01507425308227539,186656
257,1713728228.1363335,1713728228.7435813,0.6072478294372559,0.01580071449279785,187304
258,1713728228.2133768,1713728228.785031,0.5716543197631836,0.01436305046081543,187032
259,1713728228.2398784,1713728228.826291,0.5864126682281494,0.009741783142089844,186928
260,1713728228.275567,1713728228.8608644,0.5852973461151123,0.013819694519042969,187216
261,1713728228.3058841,1713728228.903091,0.5972068309783936,0.009629964828491211,187248
262,1713728228.3393934,1713728228.9383867,0.5989933013916016,0.01188206672668457,187608
263,1713728228.3696818,1713728228.9768467,0.6071648597717285,0.010044336318969727,187400
264,1713728228.3990328,1713728229.0126998,0.6136670112609863,0.014591693878173828,187248
265,1713728228.4413435,1713728229.0537727,0.612429141998291,0.009791374206542969,187784
266,1713728228.4750612,1713728229.0892267,0.6141655445098877,0.01155853271484375,186760
267,1713728228.5019605,1713728229.1264076,0.6244471073150635,0.009361505508422852,187416
268,1713728228.5286858,1713728229.161353,0.6326673030853271,0.011830806732177734,187496
269,1713728228.5686452,1713728229.1988125,0.6301672458648682,0.015134334564208984,187152
270,1713728228.5976357,1713728229.2410378,0.643402099609375,0.017087936401367188,187240
271,1713728228.6351936,1713728229.3001268,0.6649332046508789,0.009112358093261719,187440
272,1713728228.6628847,1713728229.3349764,0.6720917224884033,0.010107755661010742,187224
273,1713728228.6896045,1713728229.3711154,0.6815109252929688,0.014251708984375,187472
274,1713728228.7273276,1713728229.4116237,0.6842961311340332,0.009949207305908203,187864
275,1713728228.7545505,1713728229.4480395,0.6934890747070312,0.0117034912109375,187504
276,1713728228.783275,1713728229.4848,0.7015252113342285,0.014731884002685547,187128
277,1713728228.8163004,1713728229.5264444,0.71014404296875,0.010910272598266602,187560
278,1713728228.8432052,1713728229.5627718,0.7195665836334229,0.015770912170410156,187048
279,1713728228.8719842,1713728229.6042762,0.7322919368743896,0.014565467834472656,186568
280,1713728228.902922,1713728229.6449661,0.74204421043396,0.010898351669311523,186512
281,1713728228.9299722,1713728229.6820598,0.7520875930786133,0.009680747985839844,186448
282,1713728228.9581544,1713728229.7166126,0.758458137512207,0.009474515914916992,185816
283,1713728228.9853334,1713728229.752029,0.766695499420166,0.009866952896118164,186240
284,1713728229.013428,1713728229.7879188,0.7744908332824707,0.008599042892456055,186072
285,1713728229.0404644,1713728229.8221252,0.781660795211792,0.01067352294921875,185832
286,1713728229.0681212,1713728229.8591077,0.7909865379333496,0.011822223663330078,185272
287,1713728229.0980816,1713728229.8972108,0.7991292476654053,0.00946950912475586,185808
288,1713728229.125884,1713728229.9323115,0.8064274787902832,0.012126445770263672,185464
289,1713728229.1659904,1713728229.97043,0.8044395446777344,0.01029348373413086,184960
290,1713728229.193068,1713728230.005376,0.8123080730438232,0.011323213577270508,184752
291,1713728229.222772,1713728230.0427039,0.8199319839477539,0.01442575454711914,185048
292,1713728229.2529364,1713728230.0837612,0.8308248519897461,0.015459537506103516,185096
293,1713728229.2800653,1713728230.124831,0.8447656631469727,0.01528620719909668,185112
294,1713728229.3151116,1713728230.165844,0.8507323265075684,0.015794754028320312,184808
295,1713728229.3463545,1713728230.2073815,0.8610270023345947,0.015646696090698242,185320
296,1713728229.3737667,1713728230.2494662,0.875699520111084,0.014526844024658203,185216
297,1713728229.404423,1713728230.289585,0.8851621150970459,0.01181793212890625,185160
298,1713728229.4387426,1713728230.3266115,0.8878688812255859,0.009493589401245117,185192
299,1713728229.4655108,1713728230.36133,0.8958191871643066,0.011875152587890625,185632
300,1713728229.507457,1713728230.398411,0.8909540176391602,0.015075206756591797,185496
301,1713728229.5372818,1713728230.4394789,0.9021971225738525,0.0125579833984375,185472
302,1713728229.5699217,1713728230.478354,0.9084322452545166,0.009505033493041992,186400
303,1713728229.5985672,1713728230.5141156,0.9155483245849609,0.010399341583251953,185752
304,1713728229.6250203,1713728230.5491235,0.9241032600402832,0.010104179382324219,185120
305,1713728229.6574466,1713728230.5861387,0.928692102432251,0.011985540390014648,185520
306,1713728229.6911724,1713728230.6245215,0.9333491325378418,0.016211509704589844,185960
307,1713728229.722598,1713728230.6659162,0.9433181285858154,0.012216567993164062,186200
308,1713728229.7568228,1713728230.704254,0.9474310874938965,0.016748666763305664,186608
309,1713728229.7899687,1713728230.7478814,0.9579126834869385,0.014569759368896484,186736
310,1713728229.8266652,1713728230.788297,0.9616317749023438,0.011909723281860352,187112
311,1713728229.8550267,1713728230.8259757,0.9709489345550537,0.012770414352416992,187088
312,1713728229.8903272,1713728230.86452,0.9741928577423096,0.010129928588867188,187688
313,1713728229.922013,1713728230.9006586,0.9786455631256104,0.011404037475585938,187680
314,1713728229.954807,1713728230.9379208,0.9831137657165527,0.015110969543457031,188136
315,1713728229.998202,1713728230.9800415,0.9818394184112549,0.016627073287963867,188672
316,1713728230.031306,1713728231.0227194,0.9914133548736572,0.010267257690429688,187792
317,1713728230.0569062,1713728231.0586312,1.0017249584197998,0.011823654174804688,187952
318,1713728230.092848,1713728231.0960896,1.0032415390014648,0.012039422988891602,188296
319,1713728230.1219118,1713728231.1351433,1.0132315158843994,0.015086174011230469,188240
320,1713728230.1567032,1713728231.1757462,1.01904296875,0.012415409088134766,188032
321,1713728230.1882703,1713728231.2138326,1.0255622863769531,0.014846563339233398,188040
322,1713728230.2266715,1713728231.2549798,1.028308391571045,0.014264583587646484,187952
323,1713728230.2569172,1713728231.2952142,1.0382969379425049,0.01416158676147461,187856
324,1713728230.28841,1713728231.3356955,1.047285556793213,0.015558719635009766,187496
325,1713728230.3378901,1713728231.378224,1.0403337478637695,0.00821065902709961,187520
326,1713728230.367862,1713728231.411843,1.0439810752868652,0.01383829116821289,188328
327,1713728230.3935964,1713728231.4532375,1.0596411228179932,0.01015925407409668,187696
328,1713728230.4239106,1713728231.4898326,1.0659220218658447,0.012143850326538086,187720
329,1713728230.4584372,1713728231.5286548,1.0702176094055176,0.009603500366210938,187464
330,1713728230.490468,1713728231.5639415,1.0734734535217285,0.012359619140625,187584
331,1713728230.5303578,1713728231.6025443,1.0721864700317383,0.009493827819824219,187224
332,1713728230.5563073,1713728231.6381469,1.0818395614624023,0.011962652206420898,186896
333,1713728230.5939336,1713728231.6765978,1.0826642513275146,0.009653091430664062,187128
334,1713728230.6235557,1713728231.7123759,1.088820219039917,0.009586334228515625,187352
335,1713728230.6582115,1713728231.7477214,1.0895099639892578,0.012067794799804688,187512
336,1713728230.6912563,1713728231.7852993,1.0940430164337158,0.008486270904541016,187840
337,1713728230.7234766,1713728231.819952,1.09647536277771,0.01432180404663086,188288
338,1713728230.7595031,1713728231.8616061,1.1021029949188232,0.010507583618164062,188616
339,1713728230.7888184,1713728231.8971775,1.1083590984344482,0.014027595520019531,188328
340,1713728230.8263524,1713728231.9389222,1.112569808959961,0.01499032974243164,188824
341,1713728230.8561547,1713728231.9814281,1.1252734661102295,0.015995025634765625,189320
342,1713728230.8888428,1713728232.0237787,1.1349358558654785,0.015510320663452148,189152
343,1713728230.9377875,1713728232.0653954,1.127607822418213,0.009416341781616211,189336
